case_date,judicial_officer,case_number
25-08-2021,Justice Tinney,S ECR 2019 0212
25-08-2021,Judicial Registrar Freeman,S ECR 2021 0032
25-08-2021,Judicial Registrar Freeman,S ECR 2021 0090
25-08-2021,Justice Richards,S ECI 2020 00471
25-08-2021,Justice O'Meara,S ECI 2020 01610
25-08-2021,Justice O'Meara,S ECI 2021 01176
25-08-2021,Justice J Forrest,S ECI 2019 05055
25-08-2021,"Deputy Prothonotary Day, Deputy Prothonotary Price",S ECI 2019 05826
25-08-2021,Judicial Registrar Englefield,S ECI 2020 04263
25-08-2021,Judicial Registrar Baker,S ECI 2020 02597
25-08-2021,Justice McMillan,S PRB 2020 07465
25-08-2021,Justice Stynes,S ECI 2020 02858
25-08-2021,Justice Osborne,S ECI 2021 01055
25-08-2021,Associate Justice Efthim,S ECI 2021 00894
25-08-2021,Associate Justice Efthim,S ECI 2021 00896
25-08-2021,Associate Justice Efthim,S ECI 2021 02627
25-08-2021,Associate Justice Hetyey,S ECI 2021 02468
25-08-2021,Associate Justice Hetyey,S ECI 2021 02803
25-08-2021,Associate Justice Hetyey,S ECI 2021 02809
25-08-2021,Associate Justice Hetyey,S ECI 2021 02892
25-08-2021,Associate Justice Hetyey,S ECI 2021 02918
25-08-2021,Judicial Registrar Caporale,S ECI 2021 02622
25-08-2021,Judicial Registrar Steffensen,S ECI 2018 02258
25-08-2021,Judicial Registrar Steffensen,S CI 2017 05135
25-08-2021,Judicial Registrar Woronczak,S ECI 2021 01477
25-08-2021,Judicial Registrar Woronczak,S ECI 2021 01803
25-08-2021,Judicial Registrar Woronczak,S ECI 2021 02155
25-08-2021,Judicial Registrar Woronczak,S ECI 2021 02297
25-08-2021,Judicial Registrar Woronczak,S ECI 2021 02418
25-08-2021,Judicial Registrar Woronczak,S ECI 2021 02582
25-08-2021,Judicial Registrar Woronczak,S ECI 2021 02586
25-08-2021,Judicial Registrar Woronczak,S ECI 2021 02631
25-08-2021,Judicial Registrar Woronczak,S ECI 2021 01477
25-08-2021,Associate Justice Daly,S ECI 2019 05050
25-08-2021,Associate Justice Daly,S ECI 2019 05267
26-08-2021,Justice Tinney,S ECR 2021 0059
26-08-2021,Justice Lasry,S ECR 2021 0212
26-08-2021,Justice McDonald,S ECI 2019 05802
26-08-2021,Justice Richards,S ECI 2019 01454
26-08-2021,Justice Richards,S ECI 2021 02104
26-08-2021,Justice Richards,S ECI 2019 04810
26-08-2021,Justice Gorton,S ECI 2020 04167
26-08-2021,Justice O'Meara,S ECI 2020 01610
26-08-2021,Justice J Forrest,S ECI 2019 05055
26-08-2021,Judicial Registrar Englefield,S ECI 2020 03948
26-08-2021,Judicial Registrar Baker,S ECI 2020 02597
26-08-2021,Justice Moore,S ECI 2021 03066
26-08-2021,Justice Sloss,S ECI 2021 00763
26-08-2021,Justice Stynes,S ECI 2020 04275
26-08-2021,Justice Osborne,S ECI 2021 01055
26-08-2021,Justice Attiwill,S ECI 2019 05567
26-08-2021,Associate Justice Hetyey,S ECI 2020 02316
26-08-2021,Associate Justice Matthews,S CI 2017 02122
26-08-2021,Judicial Registrar Caporale,S ECI 2021 02618
26-08-2021,Judicial Registrar Steffensen,S ECI 2020 04422
26-08-2021,Judicial Registrar Steffensen,S ECI 2021 02512
26-08-2021,Judicial Registrar Steffensen,S ECI 2021 02512
26-08-2021,Judicial Registrar Steffensen,S ECI 2021 02656
26-08-2021,Judicial Registrar Steffensen,S ECI 2020 04071
26-08-2021,Judicial Registrar Steffensen,S ECI 2021 01382
26-08-2021,Judicial Registrar Woronczak,S ECI 2020 02979
26-08-2021,Costs Registrar Walton,S ECI 2021 02395
26-08-2021,Associate Justice Daly,S ECI 2019 05050
26-08-2021,Associate Justice Irving,S EAPCR 2020 0053
26-08-2021,Associate Justice Irving,S ECI 2020 02253
26-08-2021,Deputy Prothonotary Konstantopoulos,S ECI 2021 00926
27-08-2021,Justice Priest,S EAPCR 2020 0028
27-08-2021,"Justice Priest, Justice Kyrou",S EAPCR 2021 0025
27-08-2021,"Justice Priest, Justice Kyrou",S EAPCR 2021 0025
27-08-2021,"Justice Priest, Justice Kyrou",S EAPCR 2020 0208
27-08-2021,"Justice Priest, Justice Kyrou",S EAPCR 2020 0208
27-08-2021,"Justice Kyrou, Justice Niall, Justice Emerton",S EAPCR 2021 0075
27-08-2021,"Justice Kyrou, Justice Emerton, Justice Sifris",S EAPCR 2020 0139
27-08-2021,"Justice Beach, Justice Kaye, Justice Osborn",S EAPCI 2021 0016
27-08-2021,"Justice Beach, Justice Kaye, Justice Osborn",S EAPCI 2021 0016
27-08-2021,Justice Hollingworth,S ECR 2021 0214
27-08-2021,Justice Hollingworth,S CR 2021 0130
27-08-2021,Justice Taylor,S ECR 2020 0228
27-08-2021,Justice Coghlan,S ECR 2021 0043
27-08-2021,Justice Lasry,S ECR 2021 0213
27-08-2021,Judicial Registrar Freeman,S ECR 2021 0142
27-08-2021,Justice McMillan,S CI 2018 02053
27-08-2021,Justice McDonald,S ECI 2021 00184
27-08-2021,Justice Incerti,S ECI 2018 01404
27-08-2021,Justice Incerti,S ECI 2020 03252
27-08-2021,Justice Incerti,S ECI 2021 00380
27-08-2021,Justice Incerti,S ECI 2019 05118
27-08-2021,Justice Incerti,S ECI 2020 02652
27-08-2021,Justice Incerti,S ECI 2020 02788
27-08-2021,Justice Incerti,S ECI 2020 03192
